# SWIFT Hydrological Timeseries
# source: CWC
# dataset: water_level
# station_code: 030-UGDHYD
# station_name: JANNEPALLY
# latitude: 18.81361111111111
# longitude: 78.06333333333333
# river: Poolanvagu
# rl_zero: 336.655
# warning_level: 342.655
# danger_level: 343.655
# hfl: 344.655
# hfl_date: 2022-07-13
station_code,time,wse,water_depth,unit,lat,lon
030-UGDHYD,2024-01-01 08:00:00,339.605,2.9500000000000455,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-01 13:00:00,339.605,2.9500000000000455,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-01 18:00:00,339.605,2.9500000000000455,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-02 08:00:00,339.605,2.9500000000000455,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-02 13:00:00,339.595,2.9400000000000546,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-02 18:00:00,339.595,2.9400000000000546,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-03 08:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-03 13:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-03 18:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-04 08:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-04 13:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-04 18:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-05 08:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-05 13:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-05 18:00:00,339.585,2.930000000000007,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-06 08:00:00,339.565,2.910000000000025,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-06 13:00:00,339.565,2.910000000000025,m,18.81361111111111,78.06333333333333
030-UGDHYD,2024-01-06 18:00:00,339.565,2.910000000000025,m,18.81361111111111,78.06333333333333
