# SWIFT Hydrological Timeseries
# source: WRIS
# dataset: SEDIM
# station_code: 009-ndbhp
# station_name: Manot
# latitude: 22.7358
# longitude: 80.5131
station_code,time,sed,unit,lat,lon
009-ndbhp,2024-04-01 08:00:00,0.014,g/L,22.7358,80.5131
009-ndbhp,2024-04-02 08:00:00,0.014,g/L,22.7358,80.5131
009-ndbhp,2024-04-03 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-04 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-05 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-06 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-07 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-08 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-09 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-10 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-11 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-12 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-13 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-14 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-15 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-16 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-17 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-04-18 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-19 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-20 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-21 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-04-22 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-04-23 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-04-24 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-04-25 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-04-26 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-04-27 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-04-28 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-04-29 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-04-30 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-01 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-02 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-03 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-04 08:00:00,0.009,g/L,22.7358,80.5131
009-ndbhp,2024-05-05 08:00:00,0.009,g/L,22.7358,80.5131
009-ndbhp,2024-05-06 08:00:00,0.009,g/L,22.7358,80.5131
009-ndbhp,2024-05-07 08:00:00,0.009,g/L,22.7358,80.5131
009-ndbhp,2024-05-08 08:00:00,0.008,g/L,22.7358,80.5131
009-ndbhp,2024-05-09 08:00:00,0.008,g/L,22.7358,80.5131
009-ndbhp,2024-05-10 08:00:00,0.008,g/L,22.7358,80.5131
009-ndbhp,2024-05-11 08:00:00,0.008,g/L,22.7358,80.5131
009-ndbhp,2024-05-12 08:00:00,0.008,g/L,22.7358,80.5131
009-ndbhp,2024-05-13 08:00:00,0.007,g/L,22.7358,80.5131
009-ndbhp,2024-05-14 08:00:00,0.007,g/L,22.7358,80.5131
009-ndbhp,2024-05-15 08:00:00,0.009,g/L,22.7358,80.5131
009-ndbhp,2024-05-16 08:00:00,0.009,g/L,22.7358,80.5131
009-ndbhp,2024-05-17 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-05-18 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-05-19 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-05-20 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-05-21 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-22 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-23 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-05-24 08:00:00,0.013,g/L,22.7358,80.5131
009-ndbhp,2024-05-25 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-05-26 08:00:00,0.012,g/L,22.7358,80.5131
009-ndbhp,2024-05-27 08:00:00,0.011,g/L,22.7358,80.5131
009-ndbhp,2024-05-28 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-29 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-30 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-05-31 08:00:00,0.01,g/L,22.7358,80.5131
009-ndbhp,2024-06-01 08:00:00,0.0151,g/L,22.7358,80.5131
