code,name,river,basin,state,district,division,lat,lon,rl_zero,warning_level,danger_level,hfl,hfl_date
012-LBDJPG,Sankalan,Teesta,Brahmaputra,Sikkim,MANGAN,"Lower Brahmaputra Division (LBD), Jalpaiguri",27.508333332958188,88.52499999957456,0.0,,,762.3,1973-06-16
012-LGD3BEH,ISLAMPUR (SEASONAL),Bhairab,Ganga,West Bengal,MURSHIDABAD,"Lower Ganga Division III(LGD-III), Berhampore",24.15138888888889,88.46277777777777,10.0,,,18.615,2000-09-24
012-LKDHYD,T. Ramapuram,Hagari,Krishna,Karnataka,Ballari,"Lower Krishna Division(LKD), Hyderabad",15.661111111111111,76.96555555555555,349.368,,,356.478,2009-10-02
012-MAHGAND,Rangeli,Som,Mahi,Rajasthan,DUNGARPUR,"Executive Engineer, Mahi Divison, Gandhinagar",23.872222222222224,74.22333333333333,150.0,,,160.85,2006-08-19
012-MBDGHY,Gharmura,Dhaleswari,Barak and Others,Assam,HAILAKANDI,"Meghna Investigation Division(MID), Shillong",24.28527777777778,92.51611111111112,20.0,,28.05,36.51,2018-06-13
012-MDBURLA,Hirakud Reservoir,Mahanadi,Mahanadi,Odisha,SAMBALPUR,"Mahanadi Division(MD), Burla",21.52,83.85,0.0,,,192.3,
012-MDSIL,Sonamura,Gumti,Barak and Others,Tripura,Sepahijala,"Meghna Division(MD), Silchar",23.47222222222222,91.26277777777776,7.0,11.5,13.5,14.43,
012-MGD1LKN,Turtipar,Ghagra,Ganga,Uttar Pradesh,BALLIA,"Middle Ganga Division-I(MGD-I), Lucknow",26.141111111111112,83.87472222222222,53.0,63.01,64.01,66.0,1998-08-28
012-MGD3VNS,Kuldah Bridge,Sone,Ganga,Madhya Pradesh,SIDHI,"Middle Ganga Division-III(MGD-III), Varanasi",24.410833333333333,81.70416666666667,234.0,237.25,238.25,245.18,1975-08-22
012-MGD5PTN,Darauli,Ghagra,Ganga,Bihar,SIWAN,"Lower Ganga Division-II(LGD-II), Patna",26.075,84.12694444444443,50.0,59.82,60.82,61.82,2022-10-15
012-NDBHP,Barmanghat,Narmada,Narmada,Madhya Pradesh,NARSIMHAPUR,"Narmada Division(ND), Bhopal",23.031,79.016,306.0,322.0,323.0,331.32,1973-08-30
012-SRDCBE,ELUNUTHIMANGALAM,Noyyal,Cauvery,Tamil Nadu,Erode,"Southern River Division(SRD), Coimbatore",11.031666666666668,77.8875,129.0,132.0,133.0,133.22,1999-10-23
012-SWRDKOCHI,NEELEESWARAM,Periyar,West flowing rivers from Tadri to Kanyakumari,Kerala,ERNAKULAM,"Southern Western River Division(SWRD), Kochi",10.18361111111111,76.49555555555555,-3.0,9.0,10.0,12.4,2018-08-19
012-TDSURAT,YERLI,Purna,Tapi,Maharashtra,Buldana,"Executive Engineer, Tapi Division, Surat",20.93638888888889,76.47416666666666,213.0,221.0,223.0,233.7,2006-08-07
012-UGDHYD,Gangakhed W/L Station,Godavari,Godavari,Maharashtra,Parbhani,"Upper Godavari Division(UGD), Hyderabad",18.98,76.75,362.0,374.0,375.0,377.24,2006-08-14
012-UKDPUNE,Wadakbal,Sina,Krishna,Maharashtra,Solapur,"Upper Krishna Division(UKD), Pune",17.534166666666668,75.88472222222222,417.0,426.5,427.5,430.6,2025-09-24
012-UYDDEL,Mawi,Yamuna,Ganga,Uttar Pradesh,SHAMLI,"Upper Yamuna Division(UYD), New Delhi",29.3825,77.15444444444445,225.0,231.0,231.5,232.75,2013-06-18
012-cdbng,KUDIGE,Cauvery,Cauvery,Karnataka,Kodagu,"Cauvery Division, Bangaluru",12.5025,75.96083333333334,806.0,819.0,820.0,822.34,2018-08-17
012-erdbwn,Rajghat,Subarnarekha,Subernarekha,Odisha,Baleshwar,"Eastern Rivers Division(ERD), Bhubaneswar",21.767777777777777,87.16416666666667,3.0,9.45,10.36,12.69,2008-06-19
012-lgdhyd,Tumnar (Dantewara),Dantewara,Godavari,Chhattisgarh,DANTEWADA,"Lower Godavari Division(LGD), Hyderabad",19.01222222222222,81.2325,315.007,,,326.83,1994-09-04
012-lydagra,GAISABAD,Bearma,Ganga,Madhya Pradesh,DAMOH,"Lower Yamuna Division(LYD), Agra",24.2425,79.8436111111111,294.0,306.0,307.0,309.085,1980-08-30
012-mgd2lkn,Kanpur,Ganga,Ganga,Uttar Pradesh,KANPUR NAGAR,"Middle Ganga Division-II(MGD-II), Lucknow",26.47222222222222,80.3786111111111,106.0,112.0,114.0,114.08,2010-09-29
012-mgd4ptn,Sonbarsa,Adhwara,Ganga,Bihar,SITAMARHI,"Lower Ganga Division-I(LGD-I), Patna",26.841666666666665,85.58555555555554,78.0,80.85,81.85,83.2,1999-07-03
012-ubddib,Naharkatia,Buridehing,Brahmaputra,Assam,DIBRUGARH,"Upper Brahmaputra Division (UBD), Dibrugarh",27.29388888888889,95.33138888888888,110.0,119.4,120.4,122.69,1973-06-17
012-wgdngp,Nandgaon,Wunna,Godavari,Maharashtra,Wardha,"Wainganga Division(WD), Nagpur",20.52555555555556,78.80888888888889,198.0,,,213.63,1994-07-13
013-CDBNG,M.H. HALLI,Hemavathi,Cauvery,Karnataka,Hassan,"Cauvery Division, Bangaluru",12.82,76.14111111111112,838.0,844.0,846.0,846.655,1991-07-28
013-CDJAPR,Manderial,Chambal,Ganga,Rajasthan,KARAULI,"Chambal Division(CD), Jaipur",26.280833333333334,77.2761111111111,145.0,164.0,165.0,170.05,2022-08-25
013-DDASL,DURGAPUR BARRAGE,Damodar,Ganga,West Bengal,PURBA BARDHAMAN,"Damodar Division(DD), Asansol",23.46638888888889,87.31638888888888,0.0,,,,
013-ERDBWN,Swampatna,Baitarani,Brahmani and Baitarni,Odisha,KENDUJHAR,"Eastern Rivers Division(ERD), Bhubaneswar",21.616666666666667,85.91666666666667,302.0,,311.1,315.66,1975-08-14
013-HGDDDN,Marora,Nayar,Ganga,Uttarakhand,PAURI GARHWAL,"Himalayan Ganga Division,Haridwar",29.93730555555556,78.70244444444445,547.0,555.0,556.0,556.6,1993-09-12
013-HYDCHENNAI,Sullurpet,Kalangi,East flowing rivers between Pennar and Kanyakumari,Andhra Pradesh,NELLORE,"Hydrology Division(HD),Chennai",13.707777777777777,80.01,-2.0,5.0,6.0,7.4,2023-12-05
013-LBDjPG,KHANITAR,Teesta,Brahmaputra,Sikkim,GANGTOK DISTRICT,"Lower Brahmaputra Division (LBD), Jalpaiguri",27.17777777777778,88.51333333333334,0.0,,,298.4,2023-10-04
013-LGD3BEH,KALNA (Ebb),Bhagirathi-II (WB)*,Ganga,West Bengal,PURBA BARDHAMAN,"Lower Ganga Division III(LGD-III), Berhampore",23.220277777777778,88.37249999999999,0.0,7.03,7.63,10.3,2000-09-24
013-LYDAGRA,MADLA,Ken,Ganga,Madhya Pradesh,PANNA,"Lower Yamuna Division(LYD), Agra",24.7325,80.00694444444444,166.0,181.5,182.5,185.45,2005-07-06
013-MAHGAND,Hathmati Weir,Hathmati,Sabarmati,Gujarat,Sabarkantha,"Executive Engineer, Mahi Divison, Gandhinagar",23.60777777777778,72.9675,130.7,,,146.4,
013-MBDGHY,Chotabekra,Barak,Barak and Others,Manipur,IMPHAL EAST,"Meghna Investigation Division(MID), Shillong",24.68027777777778,93.1025,12.0,,26.2,32.1,1989-07-31
013-MDBURLA,Dharamjaigarh,Mand,Mahanadi,Chhattisgarh,RAIGARH,"Mahanadi Division(MD), Burla",22.47722222222222,83.21416666666667,270.0,,,279.575,1991-07-23
013-MDSIL,Belonia,Muhari,Barak and Others,Tripura,SOUTH TRIPURA,"Meghna Division(MD), Silchar",23.25888888888889,91.46611111111112,10.0,14.0,15.0,18.515,2024-08-22
013-MGD1LKN,Uskabazar,Kunhara,Ganga,Uttar Pradesh,SIDDHARTHNAGAR,"Middle Ganga Division-I(MGD-I), Lucknow",27.18888888888889,83.12555555555555,71.0,82.52,83.52,85.62,1998-08-21
013-MGD5PTN,Gangpur Siswan,Ghagra,Ganga,Bihar,SIWAN,"Lower Ganga Division-II(LGD-II), Patna",25.940555555555555,84.39222222222223,45.0,56.04,57.04,58.26,1980-08-17
013-SRDCBE,MUSIRI,Cauvery,Cauvery,Tamil Nadu,Tiruchirappalli,"Southern River Division(SRD), Coimbatore",10.938055555555556,78.44027777777778,78.0,82.115,83.115,86.98,2005-11-25
013-SWRDKOCHI,KALAMPUR,Kaliyar,West flowing rivers from Tapi to Tadri,Kerala,ERNAKULAM,"Southern Western River Division(SWRD), Kochi",9.990555555555554,76.63222222222221,5.0,12.64,13.64,17.47,2018-08-16
013-TDSURAT,TESKA,Tapi,Tapi,Madhya Pradesh,BETUL,"Executive Engineer, Tapi Division, Surat",21.815,77.77361111111111,463.0,465.0,475.53,473.5,
013-UBDDIB,Chenimari (Khowang),Buridehing,Brahmaputra,Assam,DIBRUGARH,"Upper Brahmaputra Division (UBD), Dibrugarh",27.31222222222222,94.88166666666666,92.0,101.11,102.11,104.23,2024-07-02
013-UGDHYD,Zari,Dudhna,Godavari,Maharashtra,Parbhani,"Upper Godavari Division(UGD), Hyderabad",19.39472222222222,76.77333333333333,373.0,380.0,381.0,387.38,2005-07-26
013-UYDDEL,Baghpat,Yamuna,Ganga,Uttar Pradesh,BAGHPAT,"Upper Yamuna Division(UYD), New Delhi",28.987997222222223,77.20274444444445,210.0,,,217.18,1988-09-27
013-lgdhyd,Pathagudem,Indravathi,Godavari,Chhattisgarh,BIJAPUR,"Lower Godavari Division(LGD), Hyderabad",18.81638888888889,80.35,85.75,98.45,99.75,103.61,1990-08-23
013-lkdhyd,Mantralayam,Tungabhadra,Krishna,Andhra Pradesh,KURNOOL,"Lower Krishna Division(LKD), Hyderabad",15.94,77.42,306.0,310.0,312.0,318.77,2009-10-02
013-mgd2lkn,Dalmau,Ganga,Ganga,Uttar Pradesh,Raibareli,"Middle Ganga Division-II(MGD-II), Lucknow",26.06083333333333,81.0286111111111,93.0,98.36,99.36,99.84,1973-08-03
013-mgd3vns,Chopan,Sone,Ganga,Uttar Pradesh,SONBHADRA,"Middle Ganga Division-III(MGD-III), Varanasi",24.529722222222222,83.02305555555556,155.0,170.0,171.0,175.61,1975-08-22
013-mgd4ptn,Kamtaul,Adhwara,Ganga,Bihar,DARBHANGA,"Lower Ganga Division-I(LGD-I), Patna",26.35388888888889,85.80638888888889,44.0,49.0,50.0,53.05,1995-08-17
013-ukdpune,Anjanari,Kajvi,West flowing rivers from Tapi to Tadri,Maharashtra,Ratnagiri,"Cauvery Division, Bangaluru",16.934722222222224,73.51416666666667,11.0,16.5,17.5,20.5,2019-08-05
013-wgdngp,Ghugus,Wardha,Godavari,Maharashtra,Chandrapur,"Wainganga Division(WD), Nagpur",19.95583333333333,79.10083333333333,163.0,,,185.48,2022-07-20
014-CDJAPR,Chittorgarh,Gambhir,Ganga,Rajasthan,CHITTORGARH,"Chambal Division(CD), Jaipur",24.899722222222223,74.63388888888889,397.0,406.9,407.9,409.235,1992-07-27
014-DDASL,JAMALPUR,Damodar,Ganga,West Bengal,PURBA BARDHAMAN,"Damodar Division(DD), Asansol",23.08305555555556,87.93333333333334,14.0,,,23.75,2007-09-26
014-ERDBWN,Champua,Baitarani,Brahmani and Baitarni,Odisha,KENDUJHAR,"Eastern Rivers Division(ERD), Bhubaneswar",22.06888888888889,85.67055555555557,367.0,,,379.06,2011-09-23
014-HGDDDN,Rishikesh,Ganga,Ganga,Uttarakhand,Dehradun,"Himalayan Ganga Division,Haridwar",30.10305555555556,78.30388888888889,327.0,339.5,340.5,341.72,1995-09-05
014-HYDCHENNAI,Arcot,Palar,East flowing rivers between Pennar and Kanyakumari,Tamil Nadu,Ranipet,"Hydrology Division(HD),Chennai",12.91388888888889,79.33305555555555,156.81,158.69,159.69,160.19,2020-11-27
014-LGD3BEH,KALNA (flow),Bhagirathi-II (WB)*,Ganga,West Bengal,PURBA BARDHAMAN,"Lower Ganga Division III(LGD-III), Berhampore",23.220277777777778,88.37249999999999,0.0,7.03,7.63,10.3,2000-09-24
014-LYDAGRA,BANDA,Ken,Ganga,Uttar Pradesh,BANDA,"Lower Yamuna Division(LYD), Agra",25.481388888888887,80.31222222222222,83.0,103.0,104.0,113.29,2005-07-07
014-MDBURLA,Salebhata,Ong,Mahanadi,Odisha,BALANGIR,"Mahanadi Division(MD), Burla",20.98305555555556,83.53694444444444,127.0,,,139.93,1982-08-30
014-MDSIL,KAILASHAHAR GDSQ SITE,Manu,Barak and Others,Tripura,Unakoti,"Meghna Division(MD), Silchar",24.3175,91.99388888888888,14.915,24.34,25.34,25.95,
014-MGD1LKN,Chandradeepghat,Kwano,Ganga,Uttar Pradesh,GONDA,"Middle Ganga Division-I(MGD-I), Lucknow",27.135555555555555,82.50083333333333,84.0,87.84,88.84,92.04,1989-07-16
014-MGD5PTN,Chhapra,Ghagra,Ganga,Bihar,SARAN,"Lower Ganga Division-II(LGD-II), Patna",25.754166666666663,84.7875,44.0,52.68,53.68,54.59,1982-09-03
014-NDBHP,Handia,Narmada,Narmada,Madhya Pradesh,HARDA,"Narmada Division(ND), Bhopal",22.4919444444444,76.9933333333333,258.0,,,274.9,2020-08-30
014-SWRDKOCHI,RAMAMANGALAM,Muvattupuzha,West flowing rivers from Tapi to Tadri,Kerala,ERNAKULAM,"Southern Western River Division(SWRD), Kochi",9.943611111111112,76.47833333333334,0.0,8.0,9.0,9.8,2019-08-17
014-TDSURAT,DEDTALAI,Tapi,Tapi,Madhya Pradesh,Khandwa,"Executive Engineer, Tapi Division, Surat",21.51305555555556,76.75722222222223,270.0,283.0,285.0,295.0,2007-07-08
014-UBDDIB,Dillighat,Desang,Brahmaputra,Assam,DIBRUGARH,"Upper Brahmaputra Division (UBD), Dibrugarh",27.14,95.37,120.0,128.0,129.0,127.3,1995-08-12
014-UYDDEL,Palla,Yamuna,Ganga,Delhi,NORTH WEST,"Upper Yamuna Division(UYD), New Delhi",28.845277777777778,77.21277777777777,202.0,,,212.8,1995-09-08
014-lgdhyd,Perur,Godavari,Godavari,Telangana,MULUGU,"Upper Godavari Division(UGD), Hyderabad",18.53666666666667,80.37666666666667,65.0,78.15,81.15,87.42,1986-08-15
014-lkdhyd,Bawapuram,Tungabhadra,Krishna,Andhra Pradesh,KURNOOL,"Lower Krishna Division(LKD), Hyderabad",15.8825,77.95722222222223,270.245,276.0,278.0,285.225,2009-10-02
014-mgd2lkn,Lucknow,Gomti,Ganga,Uttar Pradesh,LUCKNOW,"Middle Ganga Division-II(MGD-II), Lucknow",26.861944444444447,80.94611111111111,100.0,108.5,109.5,110.85,1971-09-10
014-mgd3vns,RIHAND DAM,Rihand,Ganga,Uttar Pradesh,SONBHADRA,"Middle Ganga Division-III(MGD-III), Varanasi",24.21,83.02,0.0,,,,
014-mgd4ptn,Ekmighat,Adhwara,Ganga,Bihar,DARBHANGA,"Lower Ganga Division-I(LGD-I), Patna",26.119444444444444,85.87638888888888,38.5,45.94,46.94,49.52,2004-07-12
014-srdcbe,NALLAMARANPATTY,Amaravathi,Cauvery,Tamil Nadu,Karur,"Southern River Division(SRD), Coimbatore",10.880833333333332,77.98472222222222,126.0,134.12,135.12,138.5,1977-11-12
014-ugdhyd,Purna,Purna,Godavari,Maharashtra,Parbhani,"Upper Godavari Division(UGD), Hyderabad",19.183333333333334,77.03305555555555,358.0,368.0,374.5,372.72,2005-07-27
014-ukdpune,Badlapur,Ulhas,West flowing rivers from Tapi to Tadri,Maharashtra,Thane,"Upper Krishna Division(UKD), Pune",19.16222222222222,73.25416666666666,9.017,16.5,17.5,26.162,2005-07-26
015- MGD3VNS,Shahzadpur,Ganga,Ganga,Uttar Pradesh,KAUSHAMBI,"Middle Ganga Division-III(MGD-III), Varanasi",25.664938888888887,81.41861944444445,81.0,,,90.42,1978-09-09
015-CDBNG,CHUNCHUNAKATTE,Cauvery,Cauvery,Karnataka,Mysore,"Cauvery Division, Bangaluru",12.511111111111113,76.30305555555556,748.0,756.5,758.0,759.46,2018-08-17
015-CDJAPR,Barod,Kalisindh,Ganga,Rajasthan,KOTA,"Chambal Division(CD), Jaipur",25.380277777777778,76.32027777777778,197.0,210.0,215.0,223.8,1986-08-23
015-DDASL,HARINKHOLA,Mundeswari,Ganga,West Bengal,HUGLI,"Damodar Division(DD), Asansol",22.83861111111111,87.90361111111112,4.0,11.8,12.8,14.6,2017-07-28
015-ERDBWN,Anandpur,Baitarani,Brahmani and Baitarni,Odisha,KENDUJHAR,"Eastern Rivers Division(ERD), Bhubaneswar",21.211111111111112,86.12055555555555,28.0,37.44,38.36,41.35,2011-09-23
015-HGDDDN,Haridwar,Ganga,Ganga,Uttarakhand,Haridwar,"Himalayan Ganga Division,Haridwar",29.975638888888888,78.18752777777779,285.0,293.0,294.0,296.3,2010-09-19
015-HYDCHENNAI,Magaral,Cheyyar,East flowing rivers between Pennar and Kanyakumari,Tamil Nadu,Kancheepuram,"Hydrology Division(HD),Chennai",12.708333333333332,79.75,55.0,60.78,61.78,62.28,1996-12-16
015-LBDJPG,CORONATION,Teesta,Brahmaputra,West Bengal,DARJILING,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.90194444444444,88.47222222222223,0.0,,,156.0,1973-10-12
015-LGDHYD,Eturunagaram,Godavari,Godavari,Telangana,MULUGU,"Upper Godavari Division(UGD), Hyderabad",18.32,80.46000000000001,58.5,73.32,75.82,77.66,1990-08-24
015-MAHGAND,Raska WeIr,Meshwa,Sabarmati,Gujarat,Kheda,"Executive Engineer, Mahi Divison, Gandhinagar",22.904166666666665,72.74111111111111,35.51,,,39.118,1991-07-20
015-MBDGHY,Matijuri,Katakhal,Barak and Others,Assam,HAILAKANDI,"Meghna Investigation Division(MID), Shillong",24.649444444444445,92.60888888888888,0.0,19.27,20.27,22.73,2007-09-10
015-MDBURLA,Baronda,Pairi,Mahanadi,Chhattisgarh,GARIABAND,"Mahanadi Division(MD), Burla",20.910555555555558,81.88722222222223,283.0,,,290.82,2008-09-18
015-MDSIL,Katigorah,Katakhal,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.81583333333333,92.64972222222222,4.0,,,19.88,2022-06-20
015-MGD1LKN,Mukhlispur,Kwano,Ganga,Uttar Pradesh,SANT KABIR NAGAR,"Middle Ganga Division-I(MGD-I), Lucknow",26.60305555555556,83.02888888888889,66.0,77.65,78.65,79.84,1998-08-27
015-NDBHP,Tawa Reservoir,Tawa,Narmada,Madhya Pradesh,HOSHANGABAD,"Narmada Division(ND), Bhopal",22.563,77.976,0.0,,,356.692,
015-SRDCBE,AMBARAMPALAYAM,Aliyar,West flowing rivers from Tadri to Kanyakumari,Tamil Nadu,Coimbatore,"Southern River Division(SRD), Coimbatore",10.631388888888887,76.94611111111111,217.0,223.5,224.5,224.78,2009-08-11
015-SWRDKOCHI,KIDANGOOR,Meenachil,West flowing rivers from Tapi to Tadri,Kerala,KOTTAYAM,"Southern Western River Division(SWRD), Kochi",9.675,76.60277777777777,-1.2,6.16,7.16,8.24,2020-08-09
015-TDSURAT,BURHANPUR,Tapi,Tapi,Madhya Pradesh,RAJGARH,"Executive Engineer, Tapi Division, Surat",21.298333333333336,76.23611111111111,213.0,218.0,220.98,239.95,2007-07-08
015-UBDDIB,Desangpani,Desang,Brahmaputra,Assam,Charaideo,"Upper Brahmaputra Division (UBD), Dibrugarh",27.046666666666667,94.91222222222224,94.0,,,106.26,2016-04-24
015-UGDHYD,Nanded,Godavari,Godavari,Maharashtra,Nanded,"Upper Godavari Division(UGD), Hyderabad",19.15,77.31,340.5,351.0,354.0,357.1,2006-08-06
015-UYDDEL,Delhi Railway Bridge,Yamuna,Ganga,Delhi,NORTH,"Upper Yamuna Division(UYD), New Delhi",28.6625,77.24888888888889,197.0,204.5,205.33,208.66,2023-07-13
015-chejmu,Jammu Tawi (Sidhra),Tawi,Indus,Jammu & Kashmir,JAMMU,"Chenab Division(CD), Jammu",32.76277777777778,74.88444444444445,310.0,,,321.1,2025-08-26
015-lgd3BEH,KATWA,Bhagirathi-II (WB)*,Ganga,West Bengal,PURBA BARDHAMAN,"Lower Ganga Division III(LGD-III), Berhampore",23.648777777777777,88.14046111111112,0.0,13.1,14.32,15.45,2000-09-23
015-lkdhyd,K. Agraharam,Krishna,Krishna,Telangana,JOGULAMBA(GADWAL),"Lower Krishna Division(LKD), Hyderabad",16.25777777777778,77.84027777777777,270.0,281.0,282.0,285.3,2009-10-02
015-lydagra,SEONDHA,Sind,Ganga,Madhya Pradesh,DATIA,"Lower Yamuna Division(LYD), Agra",26.17194444444445,78.80416666666666,128.0,134.42,135.42,143.74,2024-09-12
015-mgd2lkn,Bani,Sai,Ganga,Uttar Pradesh,LUCKNOW,"Middle Ganga Division-II(MGD-II), Lucknow",26.651666666666664,80.79416666666667,110.0,114.5,115.5,116.5,1985-09-26
015-mgd4ptn,Dheng Bridge,Bagmati,Ganga,Bihar,SITAMARHI,"Lower Ganga Division-I(LGD-I), Patna",26.723888888888887,85.32277777777777,65.0,70.0,71.0,73.47,2024-09-29
015-mgd5ptn,Kadirganj,Harohar,Ganga,Bihar,NAWADA,"Lower Ganga Division-II(LGD-II), Patna",24.9125,85.5936111111111,82.0,85.0,86.0,86.52,2006-09-23
015-ukdpune,Belne Bridge,Gad,West flowing rivers from Tapi to Tadri,Maharashtra,Sindudurg,"Cauvery Division, Bangaluru",16.22083333333333,73.59472222222222,8.5,15.5,16.5,20.01,2021-07-23
016-CDBNG,K.M. VADI,Lakshmanthirtha,Cauvery,Karnataka,Mysore,"Cauvery Division, Bangaluru",12.347222222222223,76.29222222222222,765.0,771.0,772.0,773.365,2019-08-10
016-CDJAPR,Khatoli,Parwati,Ganga,Rajasthan,KOTA,"Chambal Division(CD), Jaipur",25.67944444444445,76.48388888888888,187.0,201.0,202.0,209.05,2021-08-04
016-ERDBWN,Akhuapada,Baitarani,Brahmani and Baitarni,Odisha,BHADRAK,"Eastern Rivers Division(ERD), Bhubaneswar",20.916944444444447,86.27972222222222,0.0,17.83,18.33,21.95,1960-08-16
016-HGDDDN,"Ch. Charan Singh Madhya Ganga Barrage, Bijnor",Ganga,Ganga,Uttar Pradesh,BIJNOR,"Himalayan Ganga Division,Haridwar",29.372777777777777,78.03833333333333,217.0,219.0,220.0,220.45,2010-09-20
016-LBDJPG,SEVOKE,Teesta,Brahmaputra,West Bengal,DARJILING,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.88,88.47277777777778,0.0,,,147.3,1973-10-12
016-LGD3BEH,PALASIPARA (SEASONAL),Jalangi,Ganga,West Bengal,NADIA,"Lower Ganga Division III(LGD-III), Berhampore",23.79416666666667,88.41805555555555,5.0,,,14.855,2000-09-22
016-LGDHYD,Dummagudem,Godavari,Godavari,Telangana,BHADRADRI,"Lower Godavari Division(LGD), Hyderabad",17.852500000000003,80.88,40.0,53.0,55.0,60.25,1986-08-16
016-LYDAGRA,HAMIRPUR,Yamuna,Ganga,Uttar Pradesh,HAMIRPUR,"Lower Yamuna Division(LYD), Agra",25.960277777777776,80.1538888888889,85.0,102.63,103.63,108.59,1983-09-12
016-MAHGAND,Kheroj,Sabarmati,Sabarmati,Gujarat,Sabarkantha,"Executive Engineer, Mahi Divison, Gandhinagar",24.231111111111108,73.00833333333334,208.0,,,218.0,2006-08-19
016-MBDGHY,Dholai,Rukni,Barak and Others,Assam,CACHAR,"Meghna Investigation Division(MID), Shillong",24.59361111111111,92.84527777777777,19.0,,24.58,28.24,1993-07-22
016-MDBURLA,Andhiyarkhore,Hamp,Mahanadi,Chhattisgarh,BEMETARA,"Mahanadi Division(MD), Burla",21.834722222222226,81.59722222222221,252.0,,,260.2,2022-08-12
016-MDSIL,Borkhola,Jatinga,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.924166666666668,92.75333333333332,10.0,,,20.4,2022-06-19
016-MGD1LKN,Hetimpur,Little Gandak,Ganga,Uttar Pradesh,DEORIA,"Middle Ganga Division-I(MGD-I), Lucknow",26.736944444444447,83.83305555555555,70.0,77.42,78.42,79.64,2001-09-06
016-MGD3VNS,Pratapgarh,Sai,Ganga,Uttar Pradesh,PRATAPGARH,"Middle Ganga Division-III(MGD-III), Varanasi",25.934166666666663,82.00194444444445,76.0,84.23,85.23,85.34,1986-09-16
016-MGD5PTN,Lakhisarai,Kiul,Ganga,Bihar,LAKHISARAI,"Lower Ganga Division-II(LGD-II), Patna",25.184722222222224,86.10194444444444,33.0,41.347,42.347,45.85,1976-09-17
016-NDBHP,Narmadapuram,Narmada,Narmada,Madhya Pradesh,HOSHANGABAD,"Narmada Division(ND), Bhopal",22.756,77.733,282.0,292.83,293.83,301.33,1973-08-30
016-SRDCBE,THENI,Suruliar,East flowing rivers between Pennar and Kanyakumari,Tamil Nadu,Theni,"Southern River Division(SRD), Coimbatore",10.001111111111111,77.485,277.0,282.5,283.5,285.67,1992-11-14
016-SWRDKOCHI,VANDIPERIYAR,Periyar,West flowing rivers from Tadri to Kanyakumari,Kerala,IDUKKI,"Southern Western River Division(SWRD), Kochi",9.573333333333332,77.09055555555555,789.0,794.2,795.2,797.13,2018-08-16
016-TDSURAT,HATHNUR,Tapi,Tapi,Maharashtra,Jalgaon,"Executive Engineer, Tapi Division, Surat",21.07,75.95,207.0,212.0,214.0,,
016-UBDDIB,Nanglamoraghat,Desang,Brahmaputra,Assam,SIVSAGAR,"Upper Brahmaputra Division (UBD), Dibrugarh",26.985,94.77666666666669,80.0,93.46,94.46,96.49,1998-09-06
016-UYDDEL,Mohna,Yamuna,Ganga,Haryana,FARIDABAD,"Upper Yamuna Division(UYD), New Delhi",28.223611111111108,77.45583333333333,185.0,,,192.45,2025-09-06
016-WGDNGP,P.G. Bridge,Penganga,Godavari,Maharashtra,Yavatmal,"Wainganga Division(WD), Nagpur",19.820833333333333,78.56083333333333,198.63,,,217.98,2006-08-07
016-hYDCHENNAI,Chengalpet,Palar,East flowing rivers between Pennar and Kanyakumari,Tamil Nadu,Chengalpattu,"Hydrology Division(HD),Chennai",12.65,79.94722222222222,24.0,27.5,28.35,29.35,2021-11-19
016-lkdhyd,Srisailam Reservoir,Krishna,Krishna,Andhra Pradesh,KURNOOL,"Lower Krishna Division(LKD), Hyderabad",16.08,78.9,0.0,,,,2009-10-03
016-mgd2lkn,Raebareli,Sai,Ganga,Uttar Pradesh,Raibareli,"Middle Ganga Division-II(MGD-II), Lucknow",26.198611111111116,81.25111111111111,94.064,100.0,101.0,104.81,1982-09-16
016-mgd4ptn,Runisaidpur,Bagmati,Ganga,Bihar,MUZAFFARPUR,"Lower Ganga Division-I(LGD-I), Patna",26.34611111111111,85.48583333333333,48.0,54.0,55.0,58.34,2024-09-29
016-ukdpune,Dhond,Bhima,Krishna,Maharashtra,Pune,"Upper Krishna Division(UKD), Pune",18.473888888888887,74.57638888888889,496.0,504.0,505.0,508.8,1997-08-24
017-CDBNG,AKKIHEBBAL,Hemavathi,Cauvery,Karnataka,Mandya,"Cauvery Division, Bangaluru",12.598611111111111,76.40055555555556,745.0,753.0,754.0,754.8,2019-08-11
017-CDJAPR,Aklera,Parwan,Ganga,Rajasthan,JHALAWAR,"Chambal Division(CD), Jaipur",24.429722222222225,76.60388888888889,298.0,308.0,309.0,314.45,1996-08-21
017-DDASL,Maharo,Mayurakshi,Ganga,Jharkhand,DUMKA,"Damodar Division(DD), Asansol",24.32361111111111,87.20222222222222,125.83,,,139.03,2000-09-21
017-ERDBWN,Keonjhar,Ararai,Brahmani and Baitarni,Odisha,KENDUJHAR,"Eastern Rivers Division(ERD), Bhubaneswar",21.62777777777778,85.63138888888888,455.0,,,462.0,2009-07-21
017-HGDDDN,Karnaprayag (P),Pinder,Ganga,Uttarakhand,Chamoli,"Himalayan Ganga Division,Haridwar",30.255,79.22111111111111,765.0,772.0,773.0,774.05,2013-06-17
