code,name,river,basin,state,district,division,lat,lon,rl_zero,warning_level,danger_level,hfl,hfl_date
039-erdbwn,Thottapalli R/s (APSDPSData),Nagavali,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,VIZIANAGARAM,"Eastern Rivers Division(ERD), Bhubaneswar",18.78,83.49,0.0,,,,
039-mdburla,Nimapara,Kusavadra,Mahanadi,Odisha,PURI,"Mahanadi Division(MD), Burla",20.06083333333333,86.00638888888889,0.0,9.85,10.76,11.6,1982-08-31
039-mgd3vns,Arsadpur,Maghai,Ganga,Uttar Pradesh,GHAZIPUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.666666666666668,83.55416666666666,58.0,,,65.6,2019-08-11
040-LKDHYD,VALIGONDA,Musi,Krishna,Telangana,NALGONDA,"Lower Krishna Division(LKD), Hyderabad",17.365555555555556,79.03222222222222,297.5,,,306.28,2020-10-14
040-LYDAGRA,ORAI-2 Mangrayan,Noon,Ganga,Uttar Pradesh,JALAUN,"Lower Yamuna Division(LYD), Agra",26.049722222222226,79.39611111111111,0.0,135.0,136.0,136.62,2022-10-11
040-MAHGAND,Mount Abu,Banas,West flowing rivers of Kutch and Saurashtra including Luni,Rajasthan,SIROHI,"Executive Engineer, Mahi Divison, Gandhinagar",24.586944444444445,72.70361111111112,0.0,,,,
040-MBDNEW,Ririgaon,Dhansiri (South),Brahmaputra,Assam,GOLAGHAT,"Upper Brahmaputra Division (UBD), Dibrugarh",26.672222222222224,93.68777777777778,70.0,,,79.51,2024-07-01
040-MDBURLA,Pubansa (S),Mahanadi,Mahanadi,Odisha,CUTTACK,"Mahanadi Division(MD), Burla",20.462777777777777,86.24916666666667,0.0,,,13.46,2008-09-29
040-MGD1LKN,Parsa,Ghagra,Ganga,Uttar Pradesh,Lakhimpur Kheri,"Middle Ganga Division-I(MGD-I), Lucknow",27.989166666666662,81.21416666666667,112.0,,,129.2,2014-08-17
040-MGD3VAR,MAU,Chhoti Saryu,Ganga,Uttar Pradesh,MAU,"Middle Ganga Division-III(MGD-III), Varanasi",26.947777777777777,83.57583333333334,55.0,,,65.42,2021-10-08
040-MGD4PTN,Thakraha,Gandak,Ganga,Bihar,PASHCHIM CHAMPARAN,"Lower Ganga Division-I(LGD-I), Patna",26.792222222222225,84.26972222222223,72.0,76.18,77.18,78.68,2020-07-23
040-MGD5PTN,Manjhi,Sarju(Babai),Ganga,Bihar,SARAN,"Lower Ganga Division-II(LGD-II), Patna",25.827222222222225,84.58444444444444,41.0,54.3,55.3,57.5,
040-SWRDKOCHI,THIRUVARAMBU,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Tamil Nadu,Kanyakumari,"Southern Western River Division(SWRD), Kochi",8.364166666666666,77.25888888888889,7.0,11.0,12.0,15.7,2021-11-13
040-TDSURAT,PIMPRI,Tapi,Tapi,Maharashtra,Jalgaon,"Executive Engineer, Tapi Division, Surat",21.12833333333333,75.66722222222222,0.0,,,174.0,
040-UKDPUNE,Targaon,Krishna,Krishna,Maharashtra,Satara,"Upper Krishna Division(UKD), Pune",17.517777777777777,74.14611111111111,584.0,593.0,594.0,594.85,2019-08-07
040-UYDDEL,Ghodopipli,Maskara,Ganga,Haryana,YAMUNANAGAR,"Upper Yamuna Division(UYD), New Delhi",30.090555555555557,77.40833333333335,263.73,,,271.35,2023-07-12
040-erdbwn,Srikakulam,Nagavali,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,SRIKAKULAM,"Eastern Rivers Division(ERD), Bhubaneswar",18.313333333333333,83.88416666666667,6.65,10.17,10.8,14.53,1990-05-12
040-lgdhyd,Jeeraguda,Kalab,Godavari,Odisha,KORAPUT,"Lower Godavari Division(LGD), Hyderabad",18.949166666666667,82.40611111111112,542.7,550.7,552.2,557.08,1990-09-15
040-mgd2lkn,Atrauli,Kali,Ganga,Uttar Pradesh,ALIGARH,"Middle Ganga Division-II(MGD-II), Lucknow",27.980833333333333,78.19916666666667,170.0,,,183.0,
041-CDJAPR,Panchana Dam,Gambhir,Ganga,Rajasthan,KARAULI,"Chambal Division(CD), Jaipur",26.554166666666667,77.005,236.0,,,,
041-DDASAL,PUTKI,Damodar,Ganga,Jharkhand,DHANBAD,"Damodar Division(DD), Asansol",23.75638888888889,86.35208333333333,0.0,,,,
041-LYDAGRA,MOOSA NAGAR,Yamuna,Ganga,Uttar Pradesh,KANPUR DEHAT,"Lower Yamuna Division(LYD), Agra",26.151666666666664,79.96444444444445,0.0,106.0,107.0,112.05,2021-08-10
041-MBDNEW,Ramdia,-,Brahmaputra,Assam,KAMRUP,"Middle Brahmaputra Division (MBD), Guwahati",26.26527777777778,91.51555555555557,39.0,,,46.97,2022-06-19
041-MGD1LKN,Madhwapur,Rapti,Ganga,Uttar Pradesh,SHRAWASTI,"Middle Ganga Division-I(MGD-I), Lucknow",27.79305555555556,81.785,116.0,,,127.14,2022-10-08
041-MGD3VNS,Durgawati,Durgawati,Ganga,Bihar,KAIMUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.21638888888889,83.51638888888888,61.0,67.48,68.48,70.98,2019-10-01
041-MGD4PTN,Sugauli,Burhi Gandak,Ganga,Bihar,PURBA CHAMPARAN,"Lower Ganga Division-I(LGD-I), Patna",26.78388888888889,84.74444444444444,61.0,66.5,67.5,69.0,2020-07-24
041-SRDCBE,KODAGANAR DAM,Kodaganar,Cauvery,Tamil Nadu,Dindigul,"Southern River Division(SRD), Coimbatore",10.593055555555557,77.97194444444445,192.0,,,,
041-SWRDKOCHI,THIRUVATTAR,Paralayar,West flowing rivers from Tadri to Kanyakumari,Tamil Nadu,Kanyakumari,"Southern Western River Division(SWRD), Kochi",8.327777777777778,77.26694444444445,4.0,8.6,9.6,13.275,2018-08-15
041-TDSURAT,TALASWADA,Nalganaga,Tapi,Maharashtra,Buldana,"Executive Engineer, Tapi Division, Surat",20.946666666666665,76.20305555555557,0.0,,,227.3,2023-07-19
041-UYDDEL,Manjhawali,Yamuna,Ganga,Haryana,FARIDABAD,"Upper Yamuna Division(UYD), New Delhi",28.37333333333333,77.48833333333333,186.12,,,194.19,2025-09-05
041-lgdhyd,Sirimoda,Kalab,Godavari,Odisha,KORAPUT,"Lower Godavari Division(LGD), Hyderabad",18.62027777777778,82.87166666666666,854.55,,,865.325,2008-08-15
041-mgd2lkn,Purwamir,Pandu,Ganga,Uttar Pradesh,KANPUR NAGAR,"Middle Ganga Division-II(MGD-II), Lucknow",26.199444444444445,80.5375,95.0,,,105.66,
041-mgd5pat,Doriganj,Ganga,Ganga,Bihar,SARAN,"Lower Ganga Division-II(LGD-II), Patna",25.73305555555556,84.82444444444444,39.0,55.2,56.2,57.32,2019-09-23
041-ukdpune,Muradpur,Vashisti,West flowing rivers from Tapi to Tadri,Maharashtra,Ratnagiri,"Upper Krishna Division(UKD), Pune",17.539722222222224,73.52388888888889,-5.0,5.0,7.0,8.4,2021-07-23
042-DDASL,Hinglow Dam,Hinglow,Ganga,West Bengal,BIRBHUM,"Damodar Division(DD), Asansol",23.821944444444444,87.19944444444445,0.0,,,,
042-LBDJPG,Suldaguri,Torsa,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.253611111111116,89.61583333333333,0.0,,,35.3,1993-07-21
042-LGDHYD,Kunturla (Machkund),Machkund,Godavari,Andhra Pradesh,ALLURI SITHARAMA RAJU,"Lower Godavari Division(LGD), Hyderabad",18.199166666666667,82.64972222222222,851.15,856.66,858.16,867.63,1990-10-20
042-LYDAGRA,BEHMAI,Yamuna,Ganga,Uttar Pradesh,KANPUR DEHAT,"Lower Yamuna Division(LYD), Agra",26.254166666666663,79.59638888888888,95.0,114.0,115.0,118.63,2021-08-06
042-MBDNEW,Sholmari,-,Brahmaputra,Assam,NALBARI,"Middle Brahmaputra Division (MBD), Guwahati",26.31388888888889,91.33944444444444,0.0,,,42.03,2023-06-22
042-MGD1LKN,Gumadighat,Kwano,Ganga,Uttar Pradesh,BALRAMPUR,"Middle Ganga Division-I(MGD-I), Lucknow",27.273055555555555,82.25833333333334,89.0,,,98.87,2022-10-13
042-MGD3VNS,Chousa,Karamnasa,Ganga,Bihar,BUXAR,"Middle Ganga Division-III(MGD-III), Varanasi",25.50027777777778,83.87888888888888,47.0,,,62.89,2019-09-25
042-MGD4PTN,Mohauddin Nagar,Baya,Ganga,Bihar,SAMASTIPUR,"Lower Ganga Division-I(LGD-I), Patna",25.59472222222222,85.68444444444445,36.0,42.47,43.47,44.97,2021-04-24
042-SRDCBE,UPPER ANICUT,Cauvery,Cauvery,Tamil Nadu,Tiruchirappalli,"Southern River Division(SRD), Coimbatore",10.88861111111111,78.58,72.6,,,,
042-SWRDKOCHI,VELLAIKADAVU,Karamana,West flowing rivers from Tadri to Kanyakumari,Kerala,THIRUVANANTHAPURAM,"Southern Western River Division(SWRD), Kochi",8.498055555555554,77.0125,3.0,9.0,10.0,14.0,
042-TDSURAT,DHUPESHWAR,Purna,Tapi,Maharashtra,Buldana,"Executive Engineer, Tapi Division, Surat",20.9575,76.27916666666667,203.0,220.5,222.0,220.4,2023-07-22
042-UKD PUNE,NANDRE,Yerala,Krishna,Maharashtra,Sangli,"Upper Krishna Division(UKD), Pune",16.949166666666667,74.52972222222222,532.5,540.17,542.21,548.445,2019-08-08
042-UYDDEL,Titawi,Hindon,Ganga,Uttar Pradesh,MUZAFFARNAGAR,"Upper Yamuna Division(UYD), New Delhi",29.47722222222222,77.51805555555555,228.72,,,236.25,2023-07-14
042-erdbwn,Kurula,Godahada,East flowing rivers between Mahanadi and Pennar,Odisha,GANJAM,"Eastern Rivers Division(ERD), Bhubaneswar",19.454166666666666,84.70472222222223,23.0,,,,
042-mgd2lkn,Bilhaur,Ishan,Ganga,Uttar Pradesh,KANPUR NAGAR,"Middle Ganga Division-II(MGD-II), Lucknow",26.85527777777778,80.05222222222221,116.0,,,126.33,
043-CDJAPR,Kota Barrage,chambal,Ganga,Rajasthan,KOTA,"Chambal Division(CD), Jaipur",25.17638888888889,75.82583333333334,227.38,,,,
043-HDCHENNAI,Pallamala,Kalangi,East flowing rivers between Pennar and Kanyakumari,Andhra Pradesh,CHITTOOR,"Hydrology Division(HD),Chennai",13.718055555555557,79.7925,93.35,98.55,99.55,100.8,2023-12-05
043-LBDJPG,Ambari,Torsa,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.41638888888889,89.54166666666667,30.0,,,42.783,1973-07-21
043-LYDAGRA,JUHIKHA,Yamuna,Ganga,Uttar Pradesh,JALAUN,"Lower Yamuna Division(LYD), Agra",26.42638888888889,79.245,0.0,115.0,116.0,122.58,2021-08-06
043-MBDNEW,Nona,-,Brahmaputra,Assam,NALBARI,"Middle Brahmaputra Division (MBD), Guwahati",26.44361111111111,91.56,47.0,,,54.09,2019-06-19
043-MDBURLA,Raipur,kharun,Mahanadi,Chhattisgarh,RAIPUR,"Mahanadi Division(MD), Burla",21.261944444444445,81.60583333333332,0.0,,,,
043-MGD1LKN,Sonauli Mohammad Pur,Ghagra,Ganga,Uttar Pradesh,GONDA,"Middle Ganga Division-I(MGD-I), Lucknow",26.88361111111111,81.8,85.0,,,99.1,2014-08-18
043-MGD3VNS,Chansura,Son,Ganga,Madhya Pradesh,UMARIA,"Middle Ganga Division-III(MGD-III), Varanasi",23.86694444444445,81.21583333333334,336.0,,,347.08,2024-08-04
043-MGD4PTN,Bachhwara,Baya,Ganga,Bihar,BEGUSARAI,"Lower Ganga Division-I(LGD-I), Patna",25.574166666666667,85.88916666666667,31.0,41.88,42.88,44.38,2021-08-16
043-SRDCBE,PALLIPALAYAM/Erode,Cauvery,Cauvery,Tamil Nadu,Namakkal,"Southern River Division(SRD), Coimbatore",11.360555555555557,77.7461111111111,0.0,148.25,149.25,150.185,
043-TDSURAT,NAWTHA,Tapi,Tapi,Madhya Pradesh,BURHANPUR,"Executive Engineer, Tapi Division, Surat",21.4325,76.43777777777778,227.0,246.5,249.0,249.6,2023-09-16
043-UKDPUNE,Rahu,Mula-Mutha,Krishna,Maharashtra,Pune,"Upper Krishna Division(UKD), Pune",18.572222222222223,74.27361111111111,507.0,517.5,518.5,519.55,
043-UYDDEL,Ratanpuri,Kali,Ganga,Uttar Pradesh,MUZAFFARNAGAR,"Upper Yamuna Division(UYD), New Delhi",29.273055555555555,77.6,212.2,,,219.08,2023-07-19
043-erdbwn,Melliaputti,Mahendrathanaya,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,SRIKAKULAM,"Eastern Rivers Division(ERD), Bhubaneswar",18.775277777777777,84.17055555555557,45.0,,,55.54,2020-10-14
043-mgd2lkn,Betalghat,Kosi,Ganga,Uttarakhand,Nainital,"Middle Ganga Division-II(MGD-II), Lucknow",29.55388888888889,79.3436111111111,0.0,746.0,747.0,750.45,
044-CDJAPR,Kota City,Chambal,Ganga,Rajasthan,KOTA,"Chambal Division(CD), Jaipur",25.196666666666665,75.84444444444443,0.0,239.0,242.0,248.68,2019-09-16
044-HDCHENNAI,DIPURU,Boggeru,Pennar,Andhra Pradesh,NELLORE,"Hydrology Division(HD),Chennai",14.618611111111113,79.56083333333333,51.1,55.0,55.57,56.07,2021-11-19
044-LBDJPG,Shaladang,Torsa,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.301111111111112,89.58472222222221,27.0,,,37.04,1993-07-21
044-LYDAGRA,MEHNDAGHAT,Sindh,Ganga,Madhya Pradesh,BHIND,"Lower Yamuna Division(LYD), Agra",26.42138888888889,78.91305555555556,0.0,,,127.68,2019-09-19
044-MBDNEW,Kaliajari,-,Brahmaputra,Assam,MARIGAON,"Middle Brahmaputra Division (MBD), Guwahati",26.27611111111111,92.18861111111111,0.0,,,54.91,2020-07-15
044-MGD1LKN,Dhobahat,Ghagra,Ganga,Uttar Pradesh,BASTI,"Middle Ganga Division-I(MGD-I), Lucknow",26.60777777777778,82.63694444444445,65.0,,,87.735,2014-08-19
044-MGD3VNS,Kasmabad,Chhoti Saryu,Ganga,Uttar Pradesh,GHAZIPUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.835555555555555,83.75416666666666,53.0,,,62.15,2021-10-08
044-MGD4PTN,Dhamaraghat,Kosi,Ganga,Bihar,KHAGARIA,"Lower Ganga Division-I(LGD-I), Patna",25.61138888888889,86.60694444444444,22.0,36.5,37.5,37.75,2024-09-30
044-SRDCBE,BHAVANI BRIDGE,Bhavani,Cauvery,Tamil Nadu,Erode,"Southern River Division(SRD), Coimbatore",11.438333333333334,77.68083333333334,0.0,165.85,166.35,167.0,
044-UYDDEL,Barnawa,Krishni,Ganga,Uttar Pradesh,BAGHPAT,"Upper Yamuna Division(UYD), New Delhi",29.1075,77.42194444444445,210.47,,,216.71,2023-07-20
044-mgd2lkn,Nagina,Khoh,Ganga,Uttar Pradesh,BIJNOR,"Middle Ganga Division-II(MGD-II), Lucknow",29.43694444444445,78.47777777777777,234.0,,,239.87,
044-mgd5ptn,Bankaghat,Ganga,Ganga,Bihar,PATNA,"Lower Ganga Division-II(LGD-II), Patna",25.546666666666667,85.27972222222222,34.0,47.0,48.0,49.44,2021-08-16
045-CDJAPR,Ranapratap Sagar Reservoir,Chambal,Ganga,Rajasthan,CHITTORGARH,"Chambal Division(CD), Jaipur",24.92,75.58,317.07,,,,
045-ERDBWN,Sankhili Rd Bridge,Nagavali,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,SRIKAKULAM,"Eastern Rivers Division(ERD), Bhubaneswar",18.569444444444443,83.7375,38.0,,,46.36,2020-10-06
045-HDCHENNAI,Verupakshapuram,Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,Andhra Pradesh,CHITTOOR,"Hydrology Division(HD),Chennai",13.794444444444444,79.70222222222222,52.3,56.335,57.335,57.835,2020-12-14
045-LYDAGRA,BAGCHINI,Kunwari,Ganga,Madhya Pradesh,MORENA,"Lower Yamuna Division(LYD), Agra",26.48555555555556,77.81555555555555,156.0,166.0,167.0,169.14,2021-08-04
045-MBDNEW,Kamarpur,Kopili,Brahmaputra,Assam,MARIGAON,"Middle Brahmaputra Division (MBD), Guwahati",26.201944444444443,92.02166666666666,0.0,,,53.91,2021-09-01
045-MDBURLA,Gopalpur,Basundhara,Mahanadi,Odisha,SUNDARGARH,"Mahanadi Division(MD), Burla",22.05305555555556,83.70333333333333,0.0,,,,
045-MGD1LKN,Gharighat,Bisuhi,Ganga,Uttar Pradesh,GONDA,"Middle Ganga Division-I(MGD-I), Lucknow",27.00861111111111,82.49555555555555,81.0,,,90.01,2024-07-09
045-MGD3VNS,SOHAR,Mohan,Ganga,Madhya Pradesh,SINGRAULI,"Middle Ganga Division-III(MGD-III), Varanasi",24.31722222222222,82.27222222222223,249.0,,,256.39,2019-09-29
045-MGD4PTN,Badlaghat,Bagmati,Ganga,Bihar,KHAGARIA,"Lower Ganga Division-I(LGD-I), Patna",25.571666666666665,86.59027777777777,30.0,35.31,36.31,37.81,2020-08-02
045-SRDCBE,SRI RANGAM,Cauvery,Cauvery,Tamil Nadu,Tiruchirappalli,"Southern River Division(SRD), Coimbatore",10.847222222222223,78.6888888888889,0.0,,,,
045-UYDDEL:,Baleni,Hindon,Ganga,Uttar Pradesh,BAGHPAT,"Upper Yamuna Division(UYD), New Delhi",28.95888888888889,77.47,204.98,,,211.53,2023-07-21
045-hd chennai,THIRUVALAM,Poini,East flowing rivers between Pennar and Kanyakumari,Tamil Nadu,Vellore,"Hydrology Division(HD),Chennai",12.98472222222222,79.26722222222222,195.25,197.5,198.05,198.55,2021-11-19
045-mgd2lkn,Fica Barrage D/S,Fica,Ganga,Uttarakhand,UDHAM SINGH NAGAR,"Middle Ganga Division-II(MGD-II), Lucknow",29.30388888888889,78.79222222222222,0.0,,,236.8,
045-ubddib,Doomdooma,Dibru,Brahmaputra,Assam,TINSUKIA,"Upper Brahmaputra Division (UBD), Dibrugarh",27.5675,95.55027777777778,110.0,,,120.66,2019-07-11
046-CDJAPR,Jawahar Sagar  DAM,Chambal,Ganga,Rajasthan,KOTA,"Chambal Division(CD), Jaipur",25.03666666666667,75.67833333333334,265.17,,,,
046-ERDBWN,Janjhavati Rd.Bridge,Nagavali,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,VIZIANAGARAM,"Eastern Rivers Division(ERD), Bhubaneswar",18.861111111111114,83.45972222222223,110.0,,,119.22,2019-10-24
046-HDCHENNAI,Kalasapadu,Sagileru,Pennar,Andhra Pradesh,CUDDAPAH,"Hydrology Division(HD),Chennai",15.1125,78.93805555555556,184.5,191.26,192.26,192.76,2020-09-26
046-LBDJPG,Baladoba,Sankosh,Brahmaputra,Assam,DHUBRI,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.01888888888889,89.82944444444443,20.0,,,30.7,2007-09-08
046-LYDAGRA,CHANDPUR DABRA,Sindh,Ganga,Madhya Pradesh,GWALIOR,"Lower Yamuna Division(LYD), Agra",25.834166666666665,78.37194444444444,175.0,187.3,188.3,198.15,2021-08-04
046-MBDNEW,Simultala,-,Brahmaputra,Assam,MARIGAON,"Middle Brahmaputra Division (MBD), Guwahati",26.243333333333336,92.12444444444444,0.0,,,58.9,2020-07-15
046-MDBURLA,Kishan Nagar,Mahanadi,Mahanadi,Odisha,CUTTACK,"Mahanadi Division(MD), Burla",20.42666666666667,86.08916666666666,0.0,,,15.98,2014-08-08
046-MGD1LKN,Gola Bazaar,Ghagra,Ganga,Uttar Pradesh,GORAKHPUR,"Middle Ganga Division-I(MGD-I), Lucknow",26.335555555555555,83.35749999999999,56.0,,,73.94,2022-10-15
046-MGD4PTN,Dalsingh Sarai,Kosi,Ganga,Bihar,SAMASTIPUR,"Lower Ganga Division-I(LGD-I), Patna",25.71638888888889,85.65361111111112,36.0,41.84,42.84,44.34,2020-08-13
046-SRDCBE,LAKSHMANANPATTI,Kodavanar,Cauvery,Tamil Nadu,Dindigul,"Southern River Division(SRD), Coimbatore",10.498055555555554,77.94583333333334,210.0,217.9,218.9,219.8,
046-UYDDEL,Noida,Hindon,Ganga,Uttar Pradesh,G.B. Nagar,"Upper Yamuna Division(UYD), New Delhi",28.602222222222224,77.42416666666666,189.7,,,197.28,2023-07-26
046-mgd2lkn,Ramnagar Barrage D/S,Kosi,Ganga,Uttarakhand,Nainital,"Middle Ganga Division-II(MGD-II), Lucknow",29.15861111111111,79.03888888888889,211.0,,,221.83,
046-mgd3vns,NIGAI,Son,Ganga,Uttar Pradesh,SONBHADRA,"Middle Ganga Division-III(MGD-III), Varanasi",24.46222222222222,83.23222222222222,151.0,,,162.84,2025-07-18
046-mgd5ptn,Rajhara,North_Koel,Ganga,Jharkhand,PALAMAU,"Lower Ganga Division-II(LGD-II), Patna",24.150555555555552,84.00861111111111,178.0,181.21,182.21,183.21,2019-08-20
047-CDJAPR,Mandsour,Shivna,Ganga,Madhya Pradesh,MANDSAUR,"Chambal Division(CD), Jaipur",24.05611111111111,75.07527777777777,420.0,429.0,430.0,433.11,2019-09-14
047-ERDBWN,Madduvalasa Reservoir,Nagavali,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,VIZIANAGARAM,"Eastern Rivers Division(ERD), Bhubaneswar",18.5875,83.61972222222222,0.0,,,,
047-LBDJPG,Singimari,Jaldhaka,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.11277777777778,89.35,22.0,,,31.85,2007-09-08
047-LYDAGRA,UNNAO BALAJI,Pahuj,Ganga,Madhya Pradesh,DATIA,"Lower Yamuna Division(LYD), Agra",25.5625,78.59277777777777,202.0,207.5,208.5,208.8,2024-09-12
047-MBDNEW,Malibari,Kulsi,Brahmaputra,Assam,KAMRUP,"Middle Brahmaputra Division (MBD), Guwahati",26.0775,91.10555555555555,30.0,,,42.96,2019-07-17
047-MDBURLA,Tarpur,Mahanadi,Mahanadi,Odisha,JAGATSINGHAPUR,"Mahanadi Division(MD), Burla",20.35777777777778,86.23,0.0,,,11.65,2022-08-17
047-MGD1LKN,Parsohan Ghat,Burhi Rapti,Ganga,Uttar Pradesh,SIDDHARTHNAGAR,"Middle Ganga Division-I(MGD-I), Lucknow",27.39527777777778,82.5625,85.0,94.55,95.55,97.88,2022-10-11
047-MGD3VNS,TENDUI,Varuna,Ganga,Uttar Pradesh,VARANASI,"Middle Ganga Division-III(MGD-III), Varanasi",25.380277777777778,82.8286111111111,64.0,,,73.71,2019-10-01
047-MGD4PTN,Moujabadi,Mahananda,Ganga,Bihar,KISHANGANJ,"Lower Ganga Division-I(LGD-I), Patna",26.14333333333333,87.90583333333333,46.0,51.05,52.05,53.55,2020-06-28
047-SRDCBE,SANARPATTI,Kodaganar,Cauvery,Tamil Nadu,Dindigul,"Southern River Division(SRD), Coimbatore",10.285555555555556,78.0961111111111,0.0,,,,
047-UYDDEL,Rahimpur,Yamuna,Ganga,Haryana,Palwal,"Upper Yamuna Division(UYD), New Delhi",28.09472222222222,77.47722222222222,177.19,,,186.49,2023-07-16
047-hdchennai,Narasingarayainpet,Poini,East flowing rivers between Pennar and Kanyakumari,Andhra Pradesh,CHITTOOR,"Hydrology Division(HD),Chennai",13.183333333333334,79.20805555555556,263.45,268.09,269.09,269.59,2021-11-19
047-mgd2lkn,Kathgodam,Kichha (Gaula),Ganga,Uttarakhand,Nainital,"Middle Ganga Division-II(MGD-II), Lucknow",29.2675,79.54833333333333,492.0,,,501.99,
047-mgd5ptn,Bariyarpur,Ganga,Ganga,Bihar,MUNGER,"Lower Ganga Division-II(LGD-II), Patna",25.28111111111111,86.58166666666666,26.0,37.91,38.91,40.13,2021-08-18
048-ERDBWN,Jaggaguda,Nagavali,East flowing rivers between Mahanadi and Pennar,Odisha,GAJAPATI,"Eastern Rivers Division(ERD), Bhubaneswar",19.11138888888889,83.42416666666666,152.0,,,157.25,2019-08-07
048-HDCHENNAI,RAYACHOTI,Cheyyeru,Pennar,Andhra Pradesh,Kadapa,"Hydrology Division(HD),Chennai",14.066666666666666,78.75527777777778,94.85,97.98,98.98,99.48,2021-11-19
048-LYDAGRA,SANJAY NAGAR,Urr,Ganga,Madhya Pradesh,TIKAMGARH,"Lower Yamuna Division(LYD), Agra",25.04555555555556,79.18194444444445,206.0,212.87,213.87,216.53,2021-08-28
048-MBDNEW,Magurgaon,Kopili,Brahmaputra,Assam,NAGAON,"Middle Brahmaputra Division (MBD), Guwahati",26.18694444444445,92.55027777777778,0.0,,,59.55,2022-06-21
048-MDBURLA,Kathajori Rd.Bridge,Kathajori,Mahanadi,Odisha,CUTTACK,"Mahanadi Division(MD), Burla",20.438333333333333,85.88805555555557,0.0,,,22.28,2022-08-17
048-MGD1LKN,Muhchurwa Ghat,Burhi Rapti,Ganga,Uttar Pradesh,SIDDHARTHNAGAR,"Middle Ganga Division-I(MGD-I), Lucknow",27.408055555555556,82.77527777777777,75.0,89.79,90.79,92.34,2022-10-12
048-MGD3VNS,Devkali,Gangi,Ganga,Uttar Pradesh,GHAZIPUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.54416666666667,83.32666666666667,59.0,,,67.41,2019-10-02
048-MGD4PTN,Rauta,West Kankai,Ganga,Bihar,PURNIA,"Lower Ganga Division-I(LGD-I), Patna",26.058333333333334,87.73694444444445,37.0,40.71,41.71,43.21,2019-07-15
048-SRDCBE,VADAMADURAI,Kodaganar,Cauvery,Tamil Nadu,Madurai,"Southern River Division(SRD), Coimbatore",10.461388888888887,78.05333333333333,0.0,,,,
048-UYDDEL,Piprauli,Ujjina(U.D.D),Ganga,Haryana,Nuh,"Upper Yamuna Division(UYD), New Delhi",27.828055555555554,77.15805555555556,181.85,,,187.32,2025-08-20
048-mgd2lkn,Marchula,Ramganga,Ganga,Uttarakhand,Almora,"Middle Ganga Division-II(MGD-II), Lucknow",29.60611111111111,79.09277777777777,575.0,585.0,586.0,587.65,
048-mgd5ptn,Kalyanpur,Ganga,Ganga,Bihar,MUNGER,"Lower Ganga Division-II(LGD-II), Patna",25.254722222222224,86.61472222222221,25.0,37.66,38.66,39.98,2021-08-18
049-CDBNG,LAKKAVALLI,Bhadra,Krishna,Karnataka,Chikkamagaluru,"Cauvery Division, Bangaluru",13.706388888888888,75.64472222222223,603.0,610.5,611.0,613.2,2024-07-31
049-ERDBWN,Bhuban Baji Rout Rd.Bridge,Brahmani,Brahmani and Baitarni,Odisha,DHENKANAL,"Eastern Rivers Division(ERD), Bhubaneswar",20.861666666666668,85.85972222222222,18.0,,,29.78,2020-08-28
049-LYDAGRA,BIJRONI,Sind,Ganga,Madhya Pradesh,SHIVPURI,"Lower Yamuna Division(LYD), Agra",24.94472222222222,77.60944444444443,0.0,441.03,442.03,445.65,2021-08-07
049-MBDNEW,Patacharkuchi,-,Brahmaputra,Assam,BARPETA,"Middle Brahmaputra Division (MBD), Guwahati",26.505,91.23666666666666,37.0,,,47.87,2019-07-16
049-MDBURLA,Bhingarpur,Kusavadra,Mahanadi,Odisha,KHORDHA,"Mahanadi Division(MD), Burla",20.262777777777774,85.93305555555555,0.0,,,15.86,2022-08-17
049-MGD1LKN,Thoothibari,Chandan,Ganga,Uttar Pradesh,Maharajganj,"Middle Ganga Division-I(MGD-I), Lucknow",27.415277777777774,83.69277777777778,93.0,,,101.56,2024-07-12
049-MGD3VNS,Chachar,Myar,Ganga,Madhya Pradesh,SINGRAULI,"Middle Ganga Division-III(MGD-III), Varanasi",23.99527777777778,82.53388888888888,271.0,,,277.77,2019-08-20
049-MGD4PTN,Amour,Parman,Ganga,Bihar,PURNIA,"Lower Ganga Division-I(LGD-I), Patna",25.941388888888888,87.72055555555556,34.0,37.38,38.38,39.88,2019-07-16
